ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Cost,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 1 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
2262,simple,,Silver Nexa Silky Slub,1,0,visible,"Fabric :- Silky Slub 
Length:- 56”",,,,taxable,12-gst,1,,,0,0,,,,,1,,,2200,"Women > Tops, Women","choli, lehanga, women",Apparel,"WhatsApp-Image-2020-06-22-at-3.24.46-PM.jpeg, WhatsApp-Image-2020-06-22-at-3.24.46-PM-1.jpeg, WhatsApp-Image-2020-06-22-at-3.24.47-PM.jpeg",,,,,,,,,0,1400,,Balaji,,,,,,,,,,,,
